Timestamp,URL,Response Time (ms),Status Code,Status
2024-12-12 13:57:43,https://www.google.com,507.244,200,Online
2024-12-12 13:57:44,https://www.github.com,1737.98,200,Online
2024-12-12 13:57:46,https://www.nonexistentwebsite12345.com,N/A,N/A,Offline
2024-12-12 13:57:46,https://www.wikipedia.org,833.638,200,Online
